IT Support Technician,Ringside Talent,"Columbus, Ohio Metropolitan Area",2025-01-22,https://www.linkedin.com/jobs/view/it-support-technician-at-ringside-talent-4132305038?position=1&pageNum=0&refId=f2TKEzU1DAfr%2FRwWAxLliQ%3D%3D&trackingId=HEBy8PEjDHGOdBktASkBqA%3D%3D
Machine Learning Software Engineer (Remote),CrowdStrike,"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/machine-learning-software-engineer-remote-at-crowdstrike-4132910213?position=44&pageNum=0&refId=3YnTOx745cHsoaj7fsz8ZQ%3D%3D&trackingId=7mvIK40%2F9iN98SsJgCjuUw%3D%3D
Senior Android Developer - Wearables,CE Brands Inc. (CEBI-V),"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/senior-android-developer-wearables-at-ce-brands-inc-cebi-v-4132704838?position=45&pageNum=0&refId=3YnTOx745cHsoaj7fsz8ZQ%3D%3D&trackingId=ed1AuFbBiq9LJWM2c%2FumWg%3D%3D
"Staff Software Engineer â€“ Apache Spark Expert (Bangkok based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/staff-software-engineer-%E2%80%93-apache-spark-expert-bangkok-based-relocation-provided-at-agoda-4133519959?position=49&pageNum=0&refId=3YnTOx745cHsoaj7fsz8ZQ%3D%3D&trackingId=4HRxsR%2BxBGOjb%2BoEQQDGkQ%3D%3D
Back End Senior Software Engineer (Bangkok based â€“ Relocation provided),Agoda,"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/back-end-senior-software-engineer-bangkok-based-%E2%80%93-relocation-provided-at-agoda-4133522604?position=50&pageNum=0&refId=3YnTOx745cHsoaj7fsz8ZQ%3D%3D&trackingId=BwRcP1keoLSZzROiL1ei2w%3D%3D
Tech Support Analyst,PH&N Institutional,"Greater Toronto Area, Canada",,https://ca.linkedin.com/jobs/view/tech-support-analyst-at-ph-n-institutional-4132623927?position=1&pageNum=0&refId=KkuH7yVJce26xFRQEnibUQ%3D%3D&trackingId=pghU60oCcJVbg5DlrhenSg%3D%3D
Tech Support Services Analyst - Halifax,PH&N Institutional,"Greater Toronto Area, Canada",,https://ca.linkedin.com/jobs/view/tech-support-services-analyst-halifax-at-ph-n-institutional-4132625944?position=2&pageNum=0&refId=KkuH7yVJce26xFRQEnibUQ%3D%3D&trackingId=Qv97zQ0XJvAHeNn4FoUa%2BA%3D%3D
Customer Support Analyst (Aviation),Portside,Canada,,https://ca.linkedin.com/jobs/view/customer-support-analyst-aviation-at-portside-4128403857?position=3&pageNum=0&refId=KkuH7yVJce26xFRQEnibUQ%3D%3D&trackingId=kYNGiA8RRKIymuSGpt5%2BXw%3D%3D
Remote Call Center Representative Job Openings (Full-Time),The Sydney Call Centre,"Saskatchewan, Canada",,https://ca.linkedin.com/jobs/view/remote-call-center-representative-job-openings-full-time-at-the-sydney-call-centre-4077687014?position=4&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=uhIOv2elzIpcucoI5L75xw%3D%3D
Work-at-Home Customer Service Representative Job Openings (Full-Time),The Sydney Call Centre,"Manitoba, Canada",,https://ca.linkedin.com/jobs/view/work-at-home-customer-service-representative-job-openings-full-time-at-the-sydney-call-centre-4093627632?position=5&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=x1gd1FCblJhLEeJMdyNj5Q%3D%3D
Dynamics Helpdesk Consultant,InterEx Group,Canada,,https://ca.linkedin.com/jobs/view/dynamics-helpdesk-consultant-at-interex-group-4121338147?position=6&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=W7fulFEJ%2FnFy69gIibEenA%3D%3D
Product Manager,Flashpoint,Canada,,https://ca.linkedin.com/jobs/view/product-manager-at-flashpoint-4125023048?position=7&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=o4zWiOADr7Anfer%2Bnp2XwQ%3D%3D
IT Technician Bilingual -Contract,Desjardins,"Aurora, Ontario, Canada",,https://ca.linkedin.com/jobs/view/it-technician-bilingual-contract-at-desjardins-4124148571?position=8&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=rabn1mZKuJlP8MUm3y4wrA%3D%3D
Remote Customer Service Representative (Manitoba),MCI,"Manitoba, Canada",,https://ca.linkedin.com/jobs/view/remote-customer-service-representative-manitoba-at-mci-4119999177?position=9&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=fcHmG2YZyxP50kH5SpAhfQ%3D%3D
Work-At-Home Call Center Representative (Full-Time),MCI,"Prince Edward Island, Canada",,https://ca.linkedin.com/jobs/view/work-at-home-call-center-representative-full-time-at-mci-4121819007?position=10&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=Qx%2BWM4IXpIk5pAmSe0WxTg%3D%3D
Remote Call Center Representative (Manitoba),MCI,"Manitoba, Canada",,https://ca.linkedin.com/jobs/view/remote-call-center-representative-manitoba-at-mci-4119995559?position=11&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=oAP7HQTutubGiSwL84nZ5A%3D%3D
Work at Home Contact Center Agent,MCI,"Nova Scotia, Canada",,https://ca.linkedin.com/jobs/view/work-at-home-contact-center-agent-at-mci-4121819005?position=12&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=v0y7G4AxC99bGbzVMP6f2Q%3D%3D
Entry Level Remote Customer Service Representative (Prince Edward Island),MCI,"Prince Edward Island, Canada",,https://ca.linkedin.com/jobs/view/entry-level-remote-customer-service-representative-prince-edward-island-at-mci-4119920979?position=16&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=JgSHuUw4jPl6Ks%2BymOWIAQ%3D%3D
Remote Customer Service Representative (Prince Edward Island),MCI,"Prince Edward Island, Canada",,https://ca.linkedin.com/jobs/view/remote-customer-service-representative-prince-edward-island-at-mci-4119995561?position=19&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=qt%2FuE%2BxYFFw%2BVuzQOH3xdA%3D%3D
Full-Time Remote Customer Service Representative (Prince Edward Island),MCI,"Prince Edward Island, Canada",,https://ca.linkedin.com/jobs/view/full-time-remote-customer-service-representative-prince-edward-island-at-mci-4119920975?position=20&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=GllVlpBN2rF7phfBs3Gz8g%3D%3D
Remote Call Center Representative (Newfoundland),MCI,"Newfoundland and Labrador, Canada",,https://ca.linkedin.com/jobs/view/remote-call-center-representative-newfoundland-at-mci-4120301140?position=21&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=lVgVpB8Xb0B8lCP4ijkfHg%3D%3D
Mid-level technical VA / junior TPM,Physician on FIRE,Canada,,https://ca.linkedin.com/jobs/view/mid-level-technical-va-junior-tpm-at-physician-on-fire-4031559859?position=22&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=0TC%2BsyHqZXtwVWEr4Qj6Dw%3D%3D
Remote Customer Service Representative (Nova Scotia),MCI,"Nova Scotia, Canada",,https://ca.linkedin.com/jobs/view/remote-customer-service-representative-nova-scotia-at-mci-4119994782?position=24&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=GI7ZWUMnAkljl9LFyory3w%3D%3D
Full-Time Remote Call Center Representative,MCI,"Invermay, Saskatchewan, Canada",,https://ca.linkedin.com/jobs/view/full-time-remote-call-center-representative-at-mci-3976176921?position=25&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=KoIF8CDUbGFMPWyDc5RY1w%3D%3D
Work-At Home Telephone Sales Representative (Full-Time),MCI,"Prince Edward Island, Canada",,https://ca.linkedin.com/jobs/view/work-at-home-telephone-sales-representative-full-time-at-mci-4121817299?position=26&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=%2BqNwTD3V%2F2aKSJlX%2BEdvmg%3D%3D
Work at Home Contact Centre Sales Agent,MCI,"Prince Edward Island, Canada",,https://ca.linkedin.com/jobs/view/work-at-home-contact-centre-sales-agent-at-mci-4121817298?position=28&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=KzdXETnD0Z%2BONM6XvTZZOg%3D%3D
"Device Analyst, IMITS",Provincial Health Services Authority,"Vancouver, British Columbia, Canada",,https://ca.linkedin.com/jobs/view/device-analyst-imits-at-provincial-health-services-authority-4118819017?position=29&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=%2F1qh%2B8NbLoQ4KRMi0sPfgw%3D%3D
Operations Administrator,Ricoh Colombia,"Burnaby, British Columbia, Canada",,https://ca.linkedin.com/jobs/view/operations-administrator-at-ricoh-colombia-4104758685?position=30&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=gf0zTAFo5bka2SzDiDkCkA%3D%3D
Work-at-Home Customer Service Representative Job Openings (Full-Time),MCI,"Invermay, Saskatchewan, Canada",,https://ca.linkedin.com/jobs/view/work-at-home-customer-service-representative-job-openings-full-time-at-mci-3976182405?position=32&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=fhmFrgxLsYFEsVO0eICNvA%3D%3D
Remote Call Center Representative Job Openings (Full-Time),MCI,"Invermay, Saskatchewan, Canada",,https://ca.linkedin.com/jobs/view/remote-call-center-representative-job-openings-full-time-at-mci-3976178943?position=36&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=1xH4cjdwlrnYzfbZ7J1NLQ%3D%3D
Associate,Non-Profit Organization,"Ottawa, Ontario, Canada",,https://ca.linkedin.com/jobs/view/associate-at-non-profit-organization-4126529403?position=37&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=f7iVK0pRK2ITOo%2FOKoWiRA%3D%3D
Entry Level Remote Customer Service Representative (Saskatchewan),MCI,"Saskatchewan, Canada",,https://ca.linkedin.com/jobs/view/entry-level-remote-customer-service-representative-saskatchewan-at-mci-4119927069?position=38&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=c4ruuZROh1GikBlibFp7eg%3D%3D
Remote Call Center Representative (Prince Edward Island),MCI,"Prince Edward Island, Canada",,https://ca.linkedin.com/jobs/view/remote-call-center-representative-prince-edward-island-at-mci-4120300166?position=41&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=GSrw4pa4SVLa%2FfK9X%2FmVUA%3D%3D
Full-Time Remote Customer Service Representative (Saskatchewan),MCI,"Saskatchewan, Canada",,https://ca.linkedin.com/jobs/view/full-time-remote-customer-service-representative-saskatchewan-at-mci-4119925418?position=42&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=zRhNtWlWm1HBgQbiRDjxhg%3D%3D
Cyber Incident Response Manager,Provincial Health Services Authority,"Burnaby, British Columbia, Canada",,https://ca.linkedin.com/jobs/view/cyber-incident-response-manager-at-provincial-health-services-authority-4127640688?position=43&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=ZE9Mn47CAQpAXONx9sI0OQ%3D%3D
Bilingual Customer Support Analyst,Cority,Canada,,https://ca.linkedin.com/jobs/view/bilingual-customer-support-analyst-at-cority-4129677969?position=45&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=0uN2Atn4xaMc%2FpFRjoPK1g%3D%3D
TMF Associate,Alimentiv,"London, Ontario, Canada",,https://ca.linkedin.com/jobs/view/tmf-associate-at-alimentiv-4129827569?position=48&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=WzvIWZhq4MTIuoUonX8AEQ%3D%3D
Bilingue service clientÃ¨le Customer service agent Insurance,DXC Technology,"Toronto, Ontario, Canada",,https://ca.linkedin.com/jobs/view/bilingue-service-client%C3%A8le-customer-service-agent-insurance-at-dxc-technology-4112969812?position=49&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=ZXm1O%2Fp8NJuTdWqa5BNDKA%3D%3D
Experienced Mortgage Agent,Mortgage Alliance,Canada,,https://ca.linkedin.com/jobs/view/experienced-mortgage-agent-at-mortgage-alliance-4115171236?position=50&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=hEdxeA4Q%2BpPehHEFG%2F1BdA%3D%3D
IT Applications Developer,Clean Foundation,"Halifax, Nova Scotia, Canada",,https://ca.linkedin.com/jobs/view/it-applications-developer-at-clean-foundation-4127877672?position=51&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=wh%2B1h3AFLfB71YtPkM6x7Q%3D%3D
"Manager, Technology Services PDHIS",Provincial Health Services Authority,"Burnaby, British Columbia, Canada",,https://ca.linkedin.com/jobs/view/manager-technology-services-pdhis-at-provincial-health-services-authority-4119942289?position=52&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=BPxPLVRZs%2BcdAGOewmkBLw%3D%3D
Bilingual Service Desk Analyst,Compugen Inc,Canada,,https://ca.linkedin.com/jobs/view/bilingual-service-desk-analyst-at-compugen-inc-4131449952?position=55&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=7eayD92lZ%2BRsXEYypyJUrQ%3D%3D
OneSource Tax Consultant,Conexess Group,"Toronto, Ontario, Canada",,https://ca.linkedin.com/jobs/view/onesource-tax-consultant-at-conexess-group-4075830614?position=56&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=EADcDe9wcSEom78v6USfQQ%3D%3D
Remote Call Center Representative (Saskatchewan),MCI,"Saskatchewan, Canada",,https://ca.linkedin.com/jobs/view/remote-call-center-representative-saskatchewan-at-mci-4119997409?position=57&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=%2B9X4uCf3o%2BQVaSHeaY5iag%3D%3D
Product Manager (Safety),Cority,Canada,,https://ca.linkedin.com/jobs/view/product-manager-safety-at-cority-4131431907?position=58&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=Eun1l6qPoqK0WaTSJ6tPvA%3D%3D
Remote Customer Service Representative (Saskatchewan),MCI,"Saskatchewan, Canada",,https://ca.linkedin.com/jobs/view/remote-customer-service-representative-saskatchewan-at-mci-4120300165?position=59&pageNum=0&refId=Ce0jLubZ5lJ8lRPYYOUwuQ%3D%3D&trackingId=RSbicCIC88aOaGAdD8nJBA%3D%3D
Yardi Residential Implementer Consultant,Lynx Systems Inc.,Canada,2025-01-23,https://ca.linkedin.com/jobs/view/yardi-residential-implementer-consultant-at-lynx-systems-inc-4133537825?position=1&pageNum=0&refId=4h12hqwEU%2BNjoC7fJUWasA%3D%3D&trackingId=oR6E2IN2cW04%2FqDXnMmcdA%3D%3D
"Senior Manager, Social Emergencies",Canadian Red Cross,Canada,2025-01-23,https://ca.linkedin.com/jobs/view/senior-manager-social-emergencies-at-canadian-red-cross-4040243961?position=2&pageNum=0&refId=4h12hqwEU%2BNjoC7fJUWasA%3D%3D&trackingId=vWETsff%2Bo0bGEd9PNrp2%2BQ%3D%3D
Frontend Developer,Jotform,"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/frontend-developer-at-jotform-4067397775?position=22&pageNum=0&refId=DGoWJLO0kIAeTAfo4zYSrA%3D%3D&trackingId=buO9FO5Wf%2BoyultZ6Ge7BA%3D%3D
Software Development Engineer Intern - Computer Science,Amazon Web Services (AWS),"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/software-development-engineer-intern-computer-science-at-amazon-web-services-aws-4132917297?position=24&pageNum=0&refId=DGoWJLO0kIAeTAfo4zYSrA%3D%3D&trackingId=gfjmwFnWaxU7b6prkjVhTg%3D%3D
Full Stack Developer,Jotform,"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/full-stack-developer-at-jotform-4067800203?position=31&pageNum=0&refId=DGoWJLO0kIAeTAfo4zYSrA%3D%3D&trackingId=%2BBsDg2hDaRnxa8g5rLvgHQ%3D%3D
Full Stack Engineer,MatchBox Consulting Group,"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/full-stack-engineer-at-matchbox-consulting-group-4133543338?position=34&pageNum=0&refId=DGoWJLO0kIAeTAfo4zYSrA%3D%3D&trackingId=nBTCWdWdP6aHFocYJct%2FlQ%3D%3D
"Software Development Engineer, Customer Trust Technologies",Amazon,"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/software-development-engineer-customer-trust-technologies-at-amazon-4132919148?position=36&pageNum=0&refId=DGoWJLO0kIAeTAfo4zYSrA%3D%3D&trackingId=656yiYjWGGbPm2s6JEoxxQ%3D%3D
"Senior Application Security Engineer (Bangkok based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/senior-application-security-engineer-bangkok-based-relocation-provided-at-agoda-4133526112?position=47&pageNum=0&refId=DGoWJLO0kIAeTAfo4zYSrA%3D%3D&trackingId=sWs9j57eK%2FW3KJDDyg%2BE3Q%3D%3D
"Senior Software Engineer â€“ Apache Spark Expert (Bangkok based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/senior-software-engineer-%E2%80%93-apache-spark-expert-bangkok-based-relocation-provided-at-agoda-4133521696?position=48&pageNum=0&refId=DGoWJLO0kIAeTAfo4zYSrA%3D%3D&trackingId=YEOyR8O9oKM4OKh6tjBlhA%3D%3D
Pessoa Desenvolvedora OutSystems JR,Certsys,Brazil,,https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-outsystems-jr-at-certsys-4131381151?position=1&pageNum=0&refId=ixwH%2B8gtIqGp3U1iSJs9nw%3D%3D&trackingId=GB1mUs3Bz92Zj8NPLKOsGg%3D%3D
Pessoa Desenvolvedora Outsystems PL,Certsys,Brazil,,https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-outsystems-pl-at-certsys-4130732741?position=2&pageNum=0&refId=ixwH%2B8gtIqGp3U1iSJs9nw%3D%3D&trackingId=D78ODQBBe8%2BWAthhQGBp4w%3D%3D
Systems Analyst - Special Project Coordination (Canada Line),AtkinsRÃ©alis,"Richmond, British Columbia, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/systems-analyst-special-project-coordination-canada-line-at-atkinsr%C3%A9alis-4125514386?position=2&pageNum=0&refId=I1w9iKLf8ZZIU2r90Op3TQ%3D%3D&trackingId=GzoS3S9gqAaLikn67btscw%3D%3D
Sr. Storage/Systems Engineer,Intelliswift - An LTTS Company,Canada,,https://ca.linkedin.com/jobs/view/sr-storage-systems-engineer-at-intelliswift-an-ltts-company-4132132253?position=2&pageNum=0&refId=v3STIhafuYZQ4lL0rrv%2BbA%3D%3D&trackingId=Q1auU%2FT1fPOyKWARY4N%2FLw%3D%3D
Python Developer,avua,Canada,2025-01-23,https://ca.linkedin.com/jobs/view/python-developer-at-avua-4132093762?position=1&pageNum=0&refId=o3Rqjn7ooC2H57M%2BCgtifg%3D%3D&trackingId=UCYvrAO29bEaajHFJYmlKQ%3D%3D
Operations Systems Analyst,Zeitview,"Toronto, Ontario, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/operations-systems-analyst-at-zeitview-4133556598?position=2&pageNum=0&refId=l48EiczvX7OBv1ZW0YJ6BA%3D%3D&trackingId=3VewCk%2FkuclToRIdMahWcw%3D%3D
"Software Engineer, Backend - Platform",Coinbase,Canada,2025-01-24,https://ca.linkedin.com/jobs/view/software-engineer-backend-platform-at-coinbase-4133561607?position=5&pageNum=0&refId=lA5v1t8Gvsxoc%2BNac3wNWw%3D%3D&trackingId=8T%2FTwfD2zh6%2Fz%2BrXlod3hQ%3D%3D
Lead Python Developer,Akkodis,Canada,2025-01-24,https://ca.linkedin.com/jobs/view/lead-python-developer-at-akkodis-4133579630?position=6&pageNum=0&refId=lA5v1t8Gvsxoc%2BNac3wNWw%3D%3D&trackingId=o3G%2FNttofJQDDhAVOS5geg%3D%3D
Senior SDET with Python/ Pyspark /AWS S3/Redshift /SQL,Amaze Systems,Canada,2025-01-23,https://ca.linkedin.com/jobs/view/senior-sdet-with-python-pyspark-aws-s3-redshift-sql-at-amaze-systems-4133551897?position=7&pageNum=0&refId=lA5v1t8Gvsxoc%2BNac3wNWw%3D%3D&trackingId=U23IU2bG89ycn7rXzyyFtQ%3D%3D
Senior/Lead Backend Engineer - Canada,Deep Origin,Canada,2025-01-23,https://ca.linkedin.com/jobs/view/senior-lead-backend-engineer-canada-at-deep-origin-4132528448?position=8&pageNum=0&refId=lA5v1t8Gvsxoc%2BNac3wNWw%3D%3D&trackingId=dYO8MkKqU2e39THPKcTMAw%3D%3D
"Software Engineer, Backend (Consumer - Stablecoin)",Coinbase,Canada,2025-01-23,https://ca.linkedin.com/jobs/view/software-engineer-backend-consumer-stablecoin-at-coinbase-4132941823?position=9&pageNum=0&refId=lA5v1t8Gvsxoc%2BNac3wNWw%3D%3D&trackingId=RL0jWJvq60wytTaDGX%2FrAA%3D%3D
Backend Product Software Engineer,Dropbox,Canada,2025-01-23,https://ca.linkedin.com/jobs/view/backend-product-software-engineer-at-dropbox-4132553924?position=11&pageNum=0&refId=lA5v1t8Gvsxoc%2BNac3wNWw%3D%3D&trackingId=92reo4oTmEZvpO2z0EuRjA%3D%3D
DÃ©veloppeur Full-Stack Applicatif (Java/Python),Equisoft,"MontrÃ©al-Ouest, Quebec, Canada",2025-01-23,https://ca.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-applicatif-java-python-at-equisoft-4047998626?position=20&pageNum=0&refId=lA5v1t8Gvsxoc%2BNac3wNWw%3D%3D&trackingId=HXgjd7VoQ2fYHt%2Fu6PTRUQ%3D%3D
"Senior Software Engineer, Backend (Consumer - Stablecoin)",Coinbase,Canada,2025-01-23,https://ca.linkedin.com/jobs/view/senior-software-engineer-backend-consumer-stablecoin-at-coinbase-4132946494?position=22&pageNum=0&refId=lA5v1t8Gvsxoc%2BNac3wNWw%3D%3D&trackingId=RvehUFPzWDwoBFCQlqJBgQ%3D%3D
Senior Backend Engineer - Cards Experience,Mercury,Canada,2025-01-23,https://ca.linkedin.com/jobs/view/senior-backend-engineer-cards-experience-at-mercury-4133294126?position=30&pageNum=0&refId=lA5v1t8Gvsxoc%2BNac3wNWw%3D%3D&trackingId=s%2FQhZDcYgwQ%2FnnSCHmBeVA%3D%3D
"Director, Deal Desk","Docker, Inc",Canada,2025-01-24,https://ca.linkedin.com/jobs/view/director-deal-desk-at-docker-inc-4080356656?position=3&pageNum=0&refId=lUnhRCdklmiQOXTa1QqC3Q%3D%3D&trackingId=bRxTtKaffU3kMqb%2F5Aj1KA%3D%3D
Staff Backend Engineer,"Docker, Inc",Canada,2025-01-24,https://ca.linkedin.com/jobs/view/staff-backend-engineer-at-docker-inc-4131789645?position=11&pageNum=0&refId=%2B0pZAA8ATYSHJzUpvRI9Vw%3D%3D&trackingId=5h6w8ujx7Gb9YEHHgEWXhQ%3D%3D
Senior Backend Engineer - Cards Experience,Mercury,Canada,,https://ca.linkedin.com/jobs/view/senior-backend-engineer-cards-experience-at-mercury-4133294126?position=17&pageNum=0&refId=%2B0pZAA8ATYSHJzUpvRI9Vw%3D%3D&trackingId=t6GZ%2BUWqxUGG8zG6ZCUNKQ%3D%3D
Sr. Azure Cloud Support Engineer,KochaSoft,Canada,2025-01-24,https://ca.linkedin.com/jobs/view/sr-azure-cloud-support-engineer-at-kochasoft-4133599032?position=13&pageNum=0&refId=9efKj8L41ARPm0N9Vno2Ww%3D%3D&trackingId=wzDVxEdhEA73CbjRS%2FwB7g%3D%3D
